Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"345091";"59849182000112";"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA";"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA";"Filantropia";"RUA PIRATININGA";"1221";;"CENTRO";"São Joaquim da Barra";"SP";"14600000";"16";"38104000";"38104022";"jadestro@netsite.com.br";"ANTONIO LUIS SOARES";"PROVEDOR";5;"1998-12-24"
"353264";"59901454000186";"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE";"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL S";"Filantropia";"RUA CEL ALIPIO DIAS";"620";;"CENTRO";"São José do Rio Pardo";"SP";"13720000";"19";"36084000";"36082000";"adm@savisa.com.br";"EDSON ROBERTO FURLAN";"PROVEDOR";6;"1998-12-31"
"342807";"21575709000195";"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA";"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA";"Filantropia";"AV. BARÃO DO RIO BRANCO";"3353";;"PASSOS";"Juiz de Fora";"MG";"36021630";"32";"32292239";"32162557";"santacasa@santacasajf.org.br";"JOSÉ SEBASTIÃO PEDROSA";"PRESIDENTE DO CONS ADM.";5;"1998-12-22"
"306045";"72547623000190";"SANTA CASA DE MISERICÓRDIA DE TUPÃ";"PLANO SANTA CASA SAUDE DE TUPÃ";"Filantropia";"RUA MANOEL FERREIRA DAMIÃO";"426";;"VILA ABARCA";"Tupã";"SP";"17601901";"14";"34045555";;"administrador@santacasatupa.org.br";"CLAUDINES LUCHI ARROYO";"PROVEDOR";5;"1998-12-28"
"330116";"72957814000120";"SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA";"SANSAÚDE";"Filantropia";"RUA MINAS GERAIS";"3051";;"SANTA ELISA";"Votuporanga";"SP";"15500000";"17";"34059133";"34059133";"adm@sansaude.com.br";"AMARO RICARDO QUEIROZ RODERO";"Provedor";6;"1998-12-22"
"344915";"44945962000199";"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS";"SANTA CASA SAÚDE";"Filantropia";"AV DR. MANOEL FURTADO";"235";;"CENTRO";"Batatais";"SP";"14300000";"16";"36601444";"36601515";"planosaude@santacasabatatais.com.br";"MARIA HELENA NORI BOMBONATO";"PROVEDORA";5;"1998-12-28"
"422762";"55990451000105";"SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA";;"Filantropia";"RUA TIBIRIÇA";"1172";;"CENTRO";"Ribeirão Preto";"SP";"14010090";"16";"39775501";;"ans@beneribeiraopreto.com";"RICARDO MARQUES";"DIRETOR PRESIDENTE";5;"2021-05-24"
"420085";"23053901000147";"SANTA CASA DE SAÚDE - SCS";"SCS";"Medicina de Grupo";"AVENIDA CEZAR HILAL";"391";;"BENTO FERREIRA";"Vitória";"ES";"29050657";;;;"ans@santacasadesaude.com";"MARIA DA PENHA RODRIGUES D'AVILA";"PROVEDORA";5;"2016-03-30"
"355097";"43293604000186";"SANTA HELENA ASSISTÊNCIA MÉDICA S/A.";"SANTA HELENA SAÚDE";"Medicina de Grupo";"RUA BERING";"114";;"JARDIM DO MAR";"São Bernardo do Campo";"SP";"09750510";"11";"43481111";"43376808";"marli.mendes@sham.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"Diretor";5;"1998-12-18"
"400190";"02282844000106";"SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.";"MEDICAL HEALTH";"Medicina de Grupo";"RUA DAS FIGUEIRAS";"501";;"CAMPESTRE";"Santo André";"SP";"09080370";"11";"28987000";"28987000";"diretoria@medicalhealth.com.br";"MARCELO JOSÉ ISSA";"REPRESENTANTE JUNTO À ANS";4;"1999-02-08"
"421758";"32206950000163";"SANUS PLANOS ODONTOLÓGICOS LTDA";"SANUS PLANOS ODONTOLÓGICOS ";"Administradora de Benefícios";"AVENIDA NOSSA SENHORA DA PENHA";"595";"SALA 1108 TORRE I";"SANTA LUCIA";"Vitória";"ES";"29056245";;;;"atendimento@vixmed.adm.br";"ANTONIO CARLOS GOMES";"ADMINISTRADOR";3;"2019-04-08"
"423106";"40037284000105";"SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA";;"Medicina de Grupo";"Avenida Antônio Carlos Magalhães";"3244.0";"Empresarial Thomé de Souza Sala 606";"Caminho das Arvores";"Salvador";"BA";"41820000";"71";"35617567";;"diretoria.medica@novoplanosaude.com.br";"PATRICIA BRANDAO PANTOJA LINS";"Sócio administrador";;"2021-12-02"
"409243";"03424929000136";"SAUDE PAS - MEDICINA E ODONTO";"SAUDE PAS";"Autogestão";"RUA JERÔNIMO COELHO";"212";"2º ANDAR";"CENTRO";"Porto Alegre";"RS";"90010240";"51";"30924800";;"saudepas@saudepas.com.br";"LUIZ ONOFRE MACHADO MEIRA";"PRESIDENTE";4;"1999-10-21"
"424145";"54698763000187";"SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA";"SAUDE VIVA ADM";"Administradora de Benefícios";"AV IPIRANGA";"313";"10 ANDAR SL 04";"REPUBLICA";"São Paulo";"SP";"01046010";"11";"970794640";;"MURILO.AZALI@MAZALICONSULTORIA.COM.BR";"MURILO APARECIDO AZALI";"SOCIO ADMINISTRADOR";;"2024-06-24"
"423645";"49481538000154";"SAUDIA ASSISTENCIA MÉDICA LTDA";"NEXASAUDE";"Medicina de Grupo";"AVENIDA JOÃO PINHEIRO";"639";"2º ANDAR";"CENTRO";"Uberlândia";"MG";"38400126";"34";"32396995";;"grc@uniparticipacoes.com.br";"LIVIA MENDES DE PAULA";"DIRETORA SUPERINTENDENTE";;"2023-10-30"
"421154";"28633372000174";"SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.";"SAÚDE BRASIL";"Medicina de Grupo";"AL MAMORE";"535";"ESCRITÓRIO 1110 , 11º ANDAR ";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06454040";"71";"91353997";;"ceo@opsaudebrasil.com.br";"JANAINA ARAUJO MASCARENHAS DA SILVA";"SÓCIA-ADMINISTRADORA";6;"2018-03-18"
"414310";"04859814000137";"SAÚDE BRB - CAIXA DE ASSISTÊNCIA ";"SAÚDE BRB";"Autogestão";"SETOR DE AUTARQUIAS NORTE ";"QUADRA 5";"LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP";"ASA NORTE";"Brasília";"DF";"70040250";"61";"33251666";"30359440";"diretorsuperintendente@saudebrb.com.br";"ELIANE DE FÁTIMA MONTEIRO";"DIRETORA SUPERINTENDENTE";4;"2002-05-07"
"423394";"21164436000196";"SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA";;"Administradora de Benefícios";"Rua Francisco de Assis";"555";"Apto 301";"Recreio Dos Bandeirantes";"Rio de Janeiro";"RJ";"22790530";"34";"98636348";;"contato@admpersona.com.br";"CAMILA SANTOS RODRIGUES";"Administradora";6;"2022-11-21"
"414930";"05029064000139";"SAÚDE SANTA TEREZA LTDA.";;"Medicina de Grupo";"RUA JOSÉ PAULINO";"1248";"ANDAR 8 CONJUNTO 08";"CENTRO";"Campinas";"SP";"13013001";"19";"37334330";"37334332";"ggprado@terra.com.br";"GUILHERME DE MEDEIROS PRADO";"DIRETOR";5;"2004-08-17"
"412058";"03977587000181";"SBC SAÚDE LTDA.";"SBC SAÚDE ";"Medicina de Grupo";"RUA BLUMENAU";"354";;"VILA LEOPOLDINA";"São Paulo";"SP";"05319020";"11";"26598730";;"sbc@saudesbc.com.br";"OSWALDO MASSUO AKIMOTO ";"SÓCIO-ADMINISTRADOR";4;"2000-08-29"
"421634";"28953753000130";"SD-M OPERADORA DE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"ESTRADA INTENDENTE MAGALHÃES";"476";;"OSWALDO CRUZ";"Rio de Janeiro";"RJ";"21331720";"21";"24531545";;"operadora@sdmoperadora.com.br";"LISLEY DOS REIS PAULO";"ADMINISTRADORA";4;"2019-03-11"
"358053";"37035441000139";"SELECT OPERADORA DE PLANO DE SAUDE LTDA";"SELECT";"Medicina de Grupo";"RUA 9A";"304";"QD 18A LT 09";"SETOR AEROPORTO";"Goiânia";"GO";"74075250";"62";"32242808";"32125833";"planmed@planmed.com.br";"AUGUSTO CESAR RAMOS DE ARAUJO";"SOCIO/ADMINISTRADOR";5;"1998-12-30"
"414654";"04222235000189";"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA";"SEMPRE ODONTO";"Odontologia de Grupo";"RUA EVARISTO DA VEIGA";"55";"SALAS 2401 A 2407";"CENTRO";"Rio de Janeiro";"RJ";"20031040";"21";"22726200";;"eliseu@sempreodonto.com.br";"ELISEU BATISTA DOS SANTOS";"SÓCIO";4;"2003-10-10"
"407224";"03219363000100";"SEPACO SAÚDE LTDA";"SEPACO SAUDE";"Medicina de Grupo";"RUA VERGUEIRO";"4210";"1º ANDAR";"VILA MARIANA";"São Paulo";"SP";"04102900";"11";"21824676";"21824677";"produtoseregulacao@sepaco.org.br";"LUCI MEIRE PIVELLI USBERCO";"ADMINISTRADORA";4;"1999-08-11"
"303739";"64924095000112";"SERMED-SAÚDE LTDA.";;"Medicina de Grupo";"Rua Dr. Olidair Ambrósio";"1636";;"Centro";"Sertãozinho";"SP";"14160170";"16";"39451212";;"legislacao@sermedsaude.com.br";"MANOEL RUBENS PORTO FILHO";"DIRETOR FINANCEIRO";5;"1998-12-16"
"424188";"50565317000143";"SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS";"IPASGO SAÚDE";"Autogestão";"Av. Primeira Radial";"586";;"Set Pedro Ludovico";"Goiânia";"GO";"74820300";"62";"32382662";;"presidencia@ipasgo.go.gov.br";"BRUNO MAGALHÃES D¿ABADIA";"Presidente";;"2024-10-01"
"414701";"05774975000190";"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA";"SERVDONTO";"Odontologia de Grupo";"RUA CEDRO";"202";"LOJA 01";"SÃO JOSÉ";"Aracaju";"SE";"49020170";;;;"informatica@servdonto.com.br";"HELCIO CASTRO PEREIRA";"DIRETOR";2;"2003-10-31"
"417602";"10495931000161";"SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA";"SERVIX";"Administradora de Benefícios";"QUADRA CSG";"13";"LOTES 17,18 E 19 TERREO";"TAGUATINGA";"Brasília";"DF";"72035513";"61";"32989000";;"pedro.lima@servixsaude.com.br";"IVONETE PIRES DE MORAIS ALECRIM";"Representante";4;"2010-11-04"
"324710";"02422484000192";"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.";"SAOS";"Odontologia de Grupo";"RUA SÃO BENTO";"347";"1º ANDAR";"CENTRO";"Sorocaba";"SP";"18010030";"11";"40292699";;"financeiro@saos.com.br";"CARLOS EUGÊNIO PORTO BRAGA";"SOCIO ADMINISTRADOR";6;"1998-12-21"
"345474";"33683111000107";"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"SERPRO";"Autogestão";"SGAN QUADRA 601 - MÓDULO ""V"" - 1º ANDAR ";"601";;"ASA NORTE";"Brasília";"DF";"70836900";"61";"20218402";"20217768";"geoffrey.cordeiro@serpro.gov.br";"TIAGO VIANA BASTOS";"REPRESENTANTE";1;"1998-12-22"
"420077";"60961422000155";"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO";"SEPACO";"Autogestão";"RUA VERGUEIRO";"4210";;"VILA MARIANA";"São Paulo";"SP";"04102900";"11";"21824444";"55739804";"produtoseregulacao@sepaco.org.br";"LUCI MEIRE PIVELLI USBERCO";"SUPERINTENDENTE GERAL";4;"2016-02-22"
"423874";"50156888000124";"SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA";"SF SAÚDE ODONTOMAIS";"Odontologia de Grupo";"RUA MINAS GERAIS";"82";;"ILHA DO LEITE";"Recife";"PE";"50070400";"81";"30105505";;"administracao@sfodontomais.com.br";"RINALDO SOUTO GOMES ÁLVARO DA COSTA";"PRESIDENTE EXECUTIVO SÊNI";;"2024-01-08"
"422371";"02753398000162";"SF SISTEMAS DE SAÚDE LTDA";;"Medicina de Grupo";"ALAMEDA RIO NEGRO";"877";"CJ 206 T B ";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06454000";"11";"46156692";;"leandro.colozzi@sagradafamiliasaude.com.br";"JOSÉ AUGUSTO CAVALCANTI MELO";"SÓCIO ADMINISTRADOR E RES";4;"2020-09-03"
"356476";"79831608000118";"SIM - CAIXA DE ASSISTÊNCIA À SAÚDE";"SIM";"Autogestão";"RUA VINTE E QUATRO DE ABRIL";"2977";"SLJ CENTRO EXECUTIVO PALHOÇA";"CENTRO";"Palhoça";"SC";"88131030";"48";"32169200";;"sim@simplanodesaude.com.br";"ALFEU LUIZ ABREU";"DIRETOR EXECUTIVO";6;"1998-12-21"
"422738";"39241118000147";"SIMPLES VR SAÚDE LTDA";"SIMPLES VR SAÚDE LTDA";"Medicina de Grupo";"Rua 33";"80";"Sala 801";"Vila Santa Cecília";"Volta Redonda";"RJ";"27260010";"24";"21027007";;"exata.ctb@gmail.com";"ELAINE DE FATIMA NOGUEIRA";"AdministradorA";;"2021-05-19"
"361011";"03657699000155";"SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL";"SINDIFISCO NACIONAL";"Autogestão";"SDS CONJUNTO BARACAT, 1º ANDAR SALAS 1 A";"11";;"ASA SUL";"Brasília";"DF";"70392900";"61";"21035205";;"saude@unafiscosaude.org.br";"ADRIANO LIMA CORRÊA";"DIRETOR DE PLANO DE SAÚDE";4;"1998-12-28"
"344095";"01942793000120";"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.";"SISDENTE";"Odontologia de Grupo";"RUA DR OLAVO GOMES PINTO";"160";"SALAS 42 E 44";"CENTRO";"São Lourenço";"MG";"37470000";"35";"33312121";"33312121";"sisdentesaolourenco@yahoo.com.br";"GERALDO MAGELA FREIRE";"REPRESENTANTE";6;"1998-12-22"
"423556";"45182795000134";"SISO PLANO ODONTOLOGICO LTDA";;"Odontologia de Grupo";"Rua Cesario Motta";"251";;"centro";"Matão";"SP";"15990050";"16";"33825566";;"siso-siso@hotmail.com";"PAULO EDUARDO CORREA";"SÓCIO-ADMINISTRADOR";;"2023-04-19"
"418790";"11485447000114";"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR";"ONEPLAN PLANOS ODONTOLÓGICOS";"Odontologia de Grupo";"RUA PRUDENTE DE MORAES";"220";;"VILA ESTRELA";"Ponta Grossa";"PR";"84040150";"42";"32247373";;"rafael@oneplan.com.br";"RAFAEL RAZOUK";"REPRESENTANTE LEGAL";5;"2013-03-04"
"403865";"02635197000160";"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP";"PLANIDENTE";"Odontologia de Grupo";"RUA CONSELHEIRO DANTAS";"57/58";"ED. PARAGUASSU-SALA 705";"COMERCIO";"Salvador";"BA";"40015070";"71";"33260070";"32414212";"gerencia@planidente.com.br";"JOSÉ MATHEUS DA CONCEIÇÃO";"SÓCIO ADMINISTRADOR";6;"1999-04-28"
"333239";"01672007000112";"SISTEMA PREVSAUDE DENTAL LTDA";"PREVTOP";"Odontologia de Grupo";"AVENIDA DUQUE DE CAXIAS";"1422";;"CENTRO";"Fortaleza";"CE";"60035111";"85";"35352200";;"juridico@prevtop.com.br";"LUCINEIDE ALVES DE MELO ALBUQUERQUE";"SÓCIO ADMINSTRADOR";5;"1998-12-28"
"402001";"53454617000143";"SISTEMA TOTAL DE SAÚDE LTDA.";"STSAUDE - SISTEMA TOTAL DE SAUDE";"Medicina de Grupo";"RUA AURÉLIA";"652";;"VIILA ROMANA";"São Paulo";"SP";"05046000";"11";"38622980";"38710257";"cemesp@uol.com.br";"SALIM NADER NETO";"SOCIO ADMINISTRDOR";4;"1999-03-12"
"352586";"02852017000100";"SISTEMAS E PLANOS DE SAÚDE LTDA.";"SISTEMAS";"Medicina de Grupo";"AV VIEIRA DE CARVALHO";"172";"9° ANDAR";"REPÚBLICA";"São Paulo";"SP";"01210902";"11";"32241200";"32241200";"juridico@sistemasplanosdesaude.com.br";"ROGÉRIO GUEDES COSTA";"REPRESENTANTE LEGAL";4;"1998-12-17"
"402095";"00644977000141";"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA";"DENT SYSTEM";"Odontologia de Grupo";"RUA 14 DE JULHO";"585";;"VILA CONRADO";"São João da Boa Vista";"SP";"13870972";"19";"36331826";"36331826";"dentsystem@uol.com.br";"FRANCISCO DE ASSIS ALMEIDA PEREIRA";"SÓCIO ADMINISTRADOR";6;"1999-03-15"
"420051";"19031941000110";"SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.";"SMARTCARE ODONTOLOGIA";"Odontologia de Grupo";"Alameda Santos";"1827";"11º Andar, Sala 111";"Cerqueira Cesar";"São Paulo";"SP";"01419100";"11";"30169402";;"ricardo.queiroz@bluemedsaude.com.br";"RICARDO GUIMARÃES DE QUEIROZ";"ADMINISTRADOR";5;"2016-02-03"
"423947";"50068778000100";"SMILES ODONTO LTDA.";;"Odontologia de Grupo";"RUA DISTRITO FEDERAL";"50";"APT 902";"CHACARA PAULISTA";"Maringá";"PR";"87005100";"62";"999439494";;"rafael_maistro@hotmail.com";"EZEQUIAS MAISTRO";"SOCIO ADMINISTRADOR";;"2024-03-25"
"326500";"50739135000141";"SOBAM CENTRO MÉDICO HOSPITALAR S.A.";"SOBAM CENTRO MÉDICO HOSPITALAR S.A.";"Medicina de Grupo";"RUA VINTE E TRES DE MAIO";"790";"1º ANDAR";"VIANELO";"Jundiaí";"SP";"13207070";"11";"45831233";"45831235";"marcia.miranda@anacostasaude.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE";5;"1998-12-21"
"415898";"08056815000102";"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE";"BENECAP SAUDE";"Medicina de Grupo";"SCRS  QD 508 BLOCO B LOJA 25";"25";;"ASA SUL";"Brasília";"DF";"70351550";"61";"33483400";"33483422";"benecap@benecap.com.br";"WALTER PAES LANDIM RIBEIRO";"PRESIDENTE";4;"2006-12-26"
"413721";"16608812000154";"SOCIEDADE BENEFICENTE DEZOITO DE JULHO";"SOCIEDADE BENEFICENTE DEZOITO DE JULHO";"Medicina de Grupo";"AVENIDA DEZOITO DE JULHO";"227";;"SÃO JOSÉ";"Além Paraíba";"MG";"36660000";"32";"34624053";"34624047";"cbn@cbnassessoria.com.br";"KIRCLE TAVARES BASTOS";"REPRESENTANTE LEGAL";6;"2001-05-21"
"411809";"03627391000167";"SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA";"SAMEISA ";"Autogestão";"AV. FRANCISCO MARTINS BASTOS ";"80";;"SANTA TEREZA ";"Rio Grande";"RS";"96201650";"53";"32338240";;"ivoklein@sameisa.com.br";"IVO JOSE KLEIN";"COORDENADOR ADMINISTRATIVO";4;"2000-07-27"
"413941";"04067810000116";"SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN";"DENTAL MED CENTER";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"440";;"CENTRO";"Natal";"RN";"59025000";"84";"32122256";"31335798";"dentalmedcenter@hotmail.com";"LUCIANO OLIVEIRA DOS SANTOS";"DIRETOR PRESIDENTE";5;"2001-06-19"
"413372";"92219070000153";"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA";"SAUDE MAIOR";"Filantropia";"RUA ANDRADE NEVES";"915";;"CENTRO";"Pelotas";"RS";"96020080";"53";"30252555";"32782711";"adm@saudemaior.com.br";"CARLOS ALBERTO RAJÃO FRIO";"PRESIDENTE";6;"2001-03-21"
"416410";"97403778000183";"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA";"ODONTOPLAN BH";"Odontologia de Grupo";"RUA GOITACAZES";"375";"SALA 1104";"CENTRO";"Belo Horizonte";"MG";"30190050";"31";"32263996";"32263221";"contato@socioodonto.com.br";"ANDERSON GONÇALVES";"SÓCIO ADMINISTRADOR";4;"2007-10-30"
"423068";"42524911000168";"SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA";"SOLIDUS ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"Rua Monsenhor Aderbal Miranda";"875";"sala 02";"Brasília";"Feira de Santana";"BA";"44088180";"71";"34865825";;"contato@solidusadministradora.com.br";"SIDNEY SILVA SANTOS";"Sócio administrador";;"2021-11-22"
"415871";"73862807000107";"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.";"SOLIDENTE";"Odontologia de Grupo";"RUA DR ANGELO VITA";"304";"B (FUNDOS)";"TATUAPE";"São Paulo";"SP";"03069000";"11";"22944252";"20918794";"administracao@solidente.com";"CARLOS EDUARDO SOLIMEO";"SOCIO";3;"2006-12-19"
"422291";"25308386000124";"SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA";"SOLUTIONS ADMINISTRADORA";"Administradora de Benefícios";"RUA SETE DE SETEMBRO";"92";"SALA 2208, GALERIA MASSON";"CENTRO";"Rio de Janeiro";"RJ";"20050002";"21";"25337884";;"ouvidoria@solutionsbeneficios.com.br";"MARCELO PINTO CRAVO";"Representante Legal";6;"2020-07-27"
"424293";"58280182000181";"SOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"RUA DA ASSEMBLEIA";"10";"SALA 3517";"CENTRO";"Rio de Janeiro";"RJ";"20011901";"21";"9601788598";;"thiago@unimedicasaude.com";"ALEXANDRE RODRIGUES DA SILVA";"ADMINISTRADOR";;"2025-01-27"
"424153";"54656587000110";"SOMA ADMINISTRADORA DE BENEFICIOS LTDA ";"SOMA ADMINISTRADORA ";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"26";"SBL";"CENTRO";"Rio de Janeiro";"RJ";"20090001";"31";"91159750";;"TOPBRAS@TOPBRAS.COM.BR";"CLAUDNEY DOS SANTOS BARBOSA";"SOCIO ADMINISTRADOR ";;"2024-07-30"
"403245";"89455315000137";"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA";"SOPREVI SAÚDE BUCAL";"Odontologia de Grupo";"RUA QUINTINO BOCAIÚVA";"694";"CJ 708";"MOINHOS DE VENTO";"Porto Alegre";"RS";"90440050";"05";"133316151";"133316151";"soprevi@soprevi.com.br";"DANUSA QUEIROZ DE CARVALHO";"SÓCIA-GERENTE";4;"1999-03-12"
"419524";"19304091000187";"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.";"SORRIDEN";"Odontologia de Grupo";"ALAMEDA RIO NEGRO";"500";"CONJUNTO 305 - TORRE 2";"ALPHAVILLE";"Barueri";"SP";"06454000";"11";"31815021";;"ouvidoria@sorriden.com.br";"CLEBER SOARES DE SOUZA";"REPRESENTANTE";4;"2014-09-22"
"421472";"28862072000167";"SORRISO STUDIO PLANO DE SAUDE LTDA";"SORRISO STUDIO";"Odontologia de Grupo";"RUA FORTUNATO";"286";;"VILA BUARQUE";"São Paulo";"SP";"01224030";"11";"985457335";;"sorrisostudioplanos@gmail.com";"MARCIA REGINA GROMOSKI VILELA";"sócio administrador";4;"2018-10-09"
"423289";"45644991000183";"SPECIAL CARE PLANOS ODONTOLOGICOS LTDA";"SPECIAL CARE PLANOS ODONTOLOGICOS";"Odontologia de Grupo";"Rua Dronsfield ";"423";"sala 02";"Lapa";"São Paulo";"SP";"05074000";"11";"36478477";;"specialcareplanos@gmail.com";"MARCO ANTONIO DA FONSECA";"Administrador ";;"2022-08-26"
"006246";"01685053000156";"SUL AMERICA COMPANHIA DE SEGURO SAÚDE";;"Seguradora Especializada em Saúde";"RUA DO PASSEIO";"42";"6º PAVIMENTO";"CENTRO";"Rio de Janeiro";"RJ";"20021290";"11";"37797400";;"atendeans@sulamerica.com.br";"RAQUEL REIS CORREA";"REPRESENTANTE";1;"1998-12-16"
"417815";"11973134000105";"SUL AMÉRICA ODONTOLÓGICO S/A";;"Odontologia de Grupo";"ALAMEDA SANTOS";"2.101";"5º ANDAR";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01419911";"11";"37797400";;"atendeans@sulamerica.com.br";"RAQUEL REIS CORREA";"DIRETORA PRESIDENTE";1;"2011-01-24"
"000477";"47184510000120";"SUL AMÉRICA SEGURADORA DE SAÚDE S.A.";;"Seguradora Especializada em Saúde";"AVENIDA MOEMA ";"300";"LOJA 01 e 02";"MOEMA";"São Paulo";"SP";"04077020";"11";"31561770";"31561914";"andrek@sompo.com.br";"RAQUEL REIS CORREA";"REPRESENTANTE";4;"2001-09-03"
"416428";"02866602000151";"SUL AMÉRICA SERVIÇOS DE SAÚDE S.A.";;"Medicina de Grupo";"ALAMEDA SANTOS ";"2.101";"4º ANDAR";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01419911";"11";"37797400";"37795848";"atendeans@sulamerica.com.br";"RAQUEL REIS CORREA";"DIRETORA PRESIDENTE";1;"2007-10-31"
"423718";"49792664000120";"SUL DO PARÁ LTDA";"SUL DO PARÁ";"Medicina de Grupo";"Q CINCO";"7";"FOLHA CSII 30 LOTE G06 E G07";"NOVA MARABÁ";"Marabá";"PA";"68507370";"94";"81907000";;"contabilidade@suldoparasaude.com.br";"MARCELO FERREIRA BEZERRA";"ADMINISTRADOR";5;"2023-10-02"
"338346";"90747908000156";"SULMED - ASSISTÊNCIA MÉDICA LTDA";"SULMED";"Medicina de Grupo";"AV INDEPENDENCIA";"386";;"INDEPENDÊNCIA";"Porto Alegre";"RS";"90035070";"51";"32201000";"32249338";"sulmed@sulmed.com.br";"JOAO PEDRO BUENO TELLES";"REPRESENTANTE";4;"1998-12-16"
"421405";"30489359000135";"SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.";;"Administradora de Benefícios";"RUA LAURO MULLER";"116";"SALAS 3101, 3107 E 3108";"BOTAFOGO";"Rio de Janeiro";"RJ";"22290160";;;;"vcamarafilho@gmail.com";"ARISTIDES DA SILVA DANTAS NETO";"REPRESENTANTE LEGAL";4;"2018-07-19"
"319180";"00636975000100";"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA";"SÃO DOMINGOS SAÚDE";"Medicina de Grupo";"RUA TREZE DE MAIO";"1.437";;"CENTRO";"Catanduva";"SP";"15800010";"17";"35317777";"35317777";"sds@saodomingossaude.com.br";"JOSÉ RENATO PIZARRO";"PRESIDENTE";6;"1998-12-16"
"403962";"03098226000165";"SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA";"HGU SAÚDE";"Medicina de Grupo";"AV. DR. FERNANDO GOES";"1076";;"CENTRO";"Petrolina";"PE";"56304020";"08";"738668250";"738668250";"hgusaude@hgusaude.com.br";"GILBERTO ANTÔNIO MACIEL DUQUE PORTO";"Socio / Diretor ¿ ADM/ financeiro";5;"1999-04-28"
